atime nbursts cpu_time io_time
18.75113299488593 6 99.04558306260803 83.78487826988537
27.110202803473477 4 82.36444648600013 66.14895863993296
30.73822198252227 5 88.014258692337 70.67146812746358
49.97722820545415 4 83.58176920292662 49.30792019561723
68.02166551896886 8 146.0337135860072 120.29030580999623
72.48156924374935 6 105.02815284575101 94.91814306556248
73.00303373244704 3 65.8552156218759 42.4873710261287
77.42471620075409 11 167.59393562357508 162.8987468222956
94.78855389309784 3 64.56141566943464 42.04752637133806
97.37615571375225 7 120.4719440416028 109.39316117944091
