nbursts cpu_time io_time
12 185.00792782575172 64.53248344815427
16 265.5866794422575 76.1843744989368
5 78.1889320096527 31.08475478527867
10 161.54482248089883 63.356870426427136
12 185.59870183927816 78.0721705622113
12 190.92030474045964 74.7995954373078
13 223.85721166993514 63.45549259756486
6 105.6053610913416 25.74154525178907
16 266.66411045929647 82.89661413080235
8 141.39593906711505 32.86162735985536
11 195.92831871479618 68.81602513411303
8 146.6838197757453 42.316421637370006
4 94.67848293077493 29.726224036677323
9 164.2753585091941 42.69601629448379
10 202.45678253352477 71.74646118959025
12 228.70370072636055 66.92374199662846
8 171.08923933273198 31.997209720368197
14 268.0839714472859 73.02493680499057
9 190.84149772024406 61.22106655184263
13 253.33951691549913 75.46216941546705
6 140.53891117808496 27.50713857865832
13 249.4374941059407 70.57156791718516
10 216.096352623316 49.89359188332999
9 166.99536620343974 53.06901045124439
17 282.25307308846783 84.86204288559611
10 209.54949959205229 58.967368251249646
11 208.7295870242599 60.95680699854946
8 195.58164292499947 38.290925918498495
12 232.38608509129696 71.91424168333162
12 237.9484191638196 49.909955372193444
8 187.28044716258253 35.47480882314838
8 179.05394037267072 58.4596086880143
13 256.11365503118975 93.41091858465606
12 252.71855307191942 61.33397591504846
11 245.84791951921156 63.608080110222176
15 320.0090691528503 67.55123399799416
7 166.27963807128523 33.07178257868864
13 272.1417444865557 66.9263387018628
11 237.03285008522613 68.48284255658092
16 325.7631990805555 88.7562020806101
7 176.40294485099386 43.83742630053135
4 144.04336772366372 25.907032298317638
10 251.68768327782533 59.401159583798304
8 203.90465244316664 66.28822167993414
6 182.54585998934618 55.40509730261274
20 385.8386382258659 100.40252881441616
10 235.93203917025266 61.082733214944085
4 150.642913256971 13.276463314071133
5 156.23210177627968 32.931117676089016
16 319.60876131815263 92.36105256648267
12 271.0605864708365 69.8381690171809
8 220.27541805898935 39.58389630444225
8 199.27244639907966 37.93619418408263
6 195.82824327665196 27.81953655097004
3 144.24870124753446 22.86183190741971
3 149.5784456864768 16.51228648132243
15 329.6758096681657 100.39809974091037
10 253.53678809228384 51.49583846838708
9 229.57726530494273 52.82625952113739
16 361.3597635248152 87.87764464181224
7 206.59510457167784 42.54336692991824
7 212.87667198006991 33.53764904012366
13 301.3902704975786 63.8960287690824
8 227.40311434949018 40.8725861847232
12 287.57677792440404 68.05638744545672
10 274.2342921371128 50.50343357445013
11 292.3058581816427 56.113483580495476
7 228.04103045646238 31.078933461638904
7 241.39952293714708 37.33650472819401
8 240.98689395299567 44.687751954530555
8 255.85733283620567 40.72373162394409
8 233.67852571730938 52.55278839978807
13 329.7169463359405 49.9484353574706
5 218.25666101721174 26.40649984987488
13 346.694302424583 58.156241685783236
13 331.4438769461143 69.58201399296749
14 342.58435154342544 74.29217600373619
10 286.73854155892485 66.15298329604501
17 414.08618006668587 108.27391872516029
10 295.1284138853269 60.09421700639262
9 296.07312429363935 50.590138192497975
12 341.4539693091441 68.85438364002802
8 279.9378084278969 54.563050485101115
8 266.69307972087546 42.33052364864808
7 257.195774343765 36.11014242122489
4 214.062140075785 16.84045187829237
11 329.3632027772469 64.13148591558439
8 279.78457856835024 32.794132301199895
12 348.92485423064795 74.33716662977214
11 308.25658569595737 67.19422395199048
6 266.5823636992051 33.98525210773994
4 224.65023155760576 25.749305932037416
8 287.36870930472276 62.451051476308166
10 313.3765062932642 54.182294563930796
9 298.52000190037063 48.43976439788615
11 328.4884034676634 53.233891302517705
4 231.4649403181426 22.03674288856152
5 249.46229805074148 28.076455847367164
14 379.7175387413804 80.03975631840568
9 323.5868806671739 65.18087009771497
9 328.78342478784464 38.70372915979837
11 334.8922878441595 47.20874789763101
8 299.5113277464279 51.159689448004855
13 374.30245820823944 63.0970372867493
9 318.8609821882483 49.25325266809788
17 445.6022769484926 98.49879496333946
5 270.8049024345838 33.58922595504019
7 292.57658952963317 37.27274586075052
16 443.9236739637571 83.25501090938864
12 389.4597838290668 68.59585288288073
8 343.84269830365713 34.48044295820788
9 334.65974562191286 58.62123734041265
9 349.6047504282837 35.039191918309186
12 415.572297368902 47.35001504275263
11 388.1417383634639 67.80196169948144
5 300.67478521236717 24.81751403538751
9 354.5675133249482 57.05784479854435
3 270.766138216381 24.128379159396534
12 416.96845135322013 70.96067809839973
6 316.59215387983073 37.87346321288639
5 304.2709870232326 25.70993398937291
7 346.7011258626104 27.639679584784044
11 389.5384463054364 64.30304998404321
10 371.65548694453094 57.85436979850401
11 410.350191613655 58.5741019582613
12 422.078473201737 72.82227619289048
11 406.90098315784485 48.14355560171014
13 442.3344447466857 74.65154675221294
9 397.15455262766847 51.700633294015276
8 366.7278752769963 41.558911489560785
14 450.4587534180334 67.84343295986864
10 385.23606746969426 43.61493592945487
9 396.10609749629447 70.72994414568106
14 475.82111896107654 82.30102180654659
12 424.9830263959019 77.07482693245116
9 376.9861313436806 36.85538660378687
12 416.061628735987 52.33673097919889
9 377.8196527311784 46.35343047863034
7 364.76862516353486 42.93968641008051
10 398.2583302330789 38.343515310249146
16 502.30171382622495 84.4712909244814
10 425.529308871656 64.28734080525095
8 371.36178136319563 41.99830650470143
12 442.32926913050267 69.87890512319632
7 363.9778775938435 46.787600746387405
10 427.05393031567473 54.07705637656622
5 351.66160824862044 29.695934372846335
3 322.60973164236 12.303612050323732
10 422.32689576418306 52.63019772168614
7 388.58527689331027 42.72277615059646
9 417.19778875838796 55.00971699922444
10 426.21042824828015 73.01893544954893
11 456.59673758623944 67.63881830828194
10 428.11467481003314 42.00585902893049
10 438.1217358012244 66.93743980968873
6 380.2675091694229 36.985029148098064
12 458.05859120142964 64.44573682845785
10 424.1127863621513 47.35187597874564
9 422.85921857081 34.771466246726156
9 422.0863996199799 40.0901925158593
9 418.3049058073474 58.56397450692092
11 450.1495550369027 62.171045302463135
10 435.6862722596275 60.04105446195849
13 511.71957885317056 67.25836988071399
7 412.26265025828116 47.80205340217319
8 433.49785100742304 30.96537766019817
13 492.905379879344 79.48674289758263
13 510.9084904867782 60.11283031874549
6 412.43604692194026 32.16750417515555
13 514.8932301511338 71.01344149233745
11 480.3314180666929 50.292487723971455
9 443.15631785849104 40.8788339418168
13 507.6867245716024 68.16687383894799
8 433.14360015429116 53.882952597415546
12 492.02776686505644 67.38264371783534
17 586.2233221153715 91.54564466131738
15 570.0296344157559 58.21612563915198
5 404.4005333715009 29.27277280248846
8 435.04351080180993 44.714637297796784
10 493.5372253822855 63.068282634553526
11 475.57303729926906 70.15936456046182
9 480.3467748650272 46.59598891245288
5 424.5258024755835 30.919093988404953
12 522.5798380894181 57.2865219907884
12 539.5657601723217 64.1965664215106
7 458.76688718090725 30.61468894202384
10 511.3574462190588 45.20005716682968
10 497.48518781472694 51.15697968046223
8 462.62575975139947 46.630003393692434
8 477.92882005897656 49.36687846073521
5 449.4992368847556 39.74889446990087
8 492.28571990085436 37.399134414359146
13 542.6155066571487 94.50474720990775
13 573.7431501090377 68.47523589359488
9 509.69818003057395 42.85781584585182
15 579.6486067150223 73.3427941170914
7 474.2677482688253 30.130745946307158
13 566.0484309718237 87.90119303271769
13 573.9085329142488 61.84915662053633
7 487.47230231824153 41.246008394421075
12 567.7090720255131 69.1073857474855
10 528.3123029515145 54.217304319602235
11 555.3128626959177 64.53721659038942
11 549.8598074735257 61.48309058579325
5 445.25717439295255 28.756428842488347
11 579.1928248868977 57.63411827552967
9 526.6312967833509 49.102641203728155
9 532.786869795788 45.76950521768938
13 598.5575778594708 45.7863911007731
9 533.747435032897 48.89988304555551
7 492.72269527043454 35.63009362822721
10 555.8055249166632 45.29134581042966
10 549.9460452032233 58.869162348701025
11 571.6310637374747 42.919563450230335
13 614.4261949798779 63.83577743077201
13 596.9467799294385 79.4110657528956
8 531.7845085250758 47.23618262025904
11 591.0117743800876 47.23913201337861
5 505.0029447314837 36.54174125267559
7 532.3293726598587 27.190882973575295
9 551.7149753326335 42.74714944128989
12 602.5250295399541 71.40509517348676
8 541.8625872405747 49.91914968139212
11 598.9463659058945 58.455255712399186
11 595.3666887979323 57.99961581436738
7 532.6890486956421 39.344068861261896
19 735.9662807719078 123.49243347746567
13 634.0942718797668 74.85142630750553
7 534.3511774405715 41.92147921694482
4 488.2369365060299 22.97132501911785
6 533.0006277398893 21.67647768501664
9 577.2268841019636 48.79619919076002
7 553.0932380391126 48.47949928491211
12 610.685786138182 78.61211949752592
11 623.7847188989637 67.5315776704009
12 636.9763345779088 75.91793725110756
9 582.3732511953426 55.059915355417495
8 578.4968012419165 41.39117488080302
9 585.7510955773681 43.82258209138344
12 632.1785811900425 74.64289159609318
11 622.8610886021216 58.15893901851655
6 555.5555141176678 35.7636058654471
6 560.2048713323436 34.218266307449866
7 569.0196793237552 34.540518414068785
5 568.1805475005696 21.915792279544405
9 621.6223015904056 41.59215284657976
11 624.5308553052174 66.45360373547813
5 562.5231153044832 19.618503835650092
8 610.2960075811268 50.00127543866664
14 690.7842077315444 65.92629234643323
7 592.0162381446333 36.82013007537853
7 605.4141170372999 44.9094624846745
4 553.9398132239988 25.74404500632598
12 687.2710010238618 69.25609578123617
11 680.4837390465517 61.02235520047603
10 653.9463857177014 41.541551506203334
15 739.1278689409934 80.48097174043812
8 627.1324008898666 42.302060673191534
13 705.8731210729087 72.45195375539684
17 743.0957062410317 89.99803562194134
11 674.0573624070195 75.54155604826659
10 682.2728361329073 59.28756614184622
8 644.1700584846416 46.51944660503234
14 741.359346470281 96.00207920548208
8 666.7340112671588 38.15480881463926
11 698.8534113866529 77.0129570898839
10 689.9572463185357 51.85419782085798
11 711.459502796451 55.17280724826279
10 700.043300984797 59.72653343811616
13 724.1219719447237 87.03357139151103
11 713.8834528271746 71.53433152861916
13 746.0681635090627 73.07615520219944
9 690.1957098900222 47.05963347055139
