atime nbursts cpu_time io_time
3.490824155355811 51 27.59114036262492 51.0
4.762187504620931 50 30.534061549316 50.0
7.826002062184117 50 30.530789591789418 50.0
47.00765254949719 50 27.462267672876326 50.0
50.74871881988464 56 29.974217533627993 56.0
55.470787052350495 44 23.293226204194344 44.0
58.7177358368152 57 34.97391843294544 57.0
58.82981363411297 49 27.029754979777724 49.0
66.50592874378982 44 24.223620218093824 44.0
75.97910075535556 56 27.780457424108064 56.0
78.62259890028491 52 28.52558275390392 52.0
80.56419244928611 31 17.738644768051305 31.0
84.35279393715177 61 34.81940827084057 61.0
90.28996590516363 51 25.615054679191434 51.0
146.29281792927236 53 27.215854217260038 53.0
156.96615680023572 46 22.66753625718781 46.0
165.1430155730411 34 15.349755378411794 34.0
166.75359136512594 53 35.462977903213826 53.0
175.36796186618756 37 21.961130631105288 37.0
175.46367304406638 59 34.252706902006466 59.0
179.04382862599053 51 30.876517469654505 51.0
188.48595501268585 50 29.47066907091634 50.0
198.18357028977144 55 30.491305976897177 55.0
199.69915069467734 60 32.6520402209279 60.0
217.6188774961156 53 28.621008621928944 53.0
227.53722066041433 51 29.602110866610953 51.0
229.0433013804654 51 28.851786870492255 51.0
314.07875961372304 54 32.46538947873148 54.0
344.92505827127184 40 20.45769540173431 40.0
346.8130320376404 50 28.942175348184257 50.0
349.0910644544989 47 24.11461342181989 47.0
355.3451176158092 40 24.14037418888051 40.0
366.08550910822987 41 24.78630561538628 41.0
366.218670531076 39 24.47588909869257 39.0
367.54522617314603 40 23.92817052232402 40.0
387.2549627354694 47 24.85061362315555 47.0
404.66005010086883 58 33.53352403229044 58.0
416.2955028079682 54 27.986156678760576 54.0
424.82501628811093 49 28.10501319797131 49.0
426.6834661104905 49 26.647399097560463 49.0
434.92562250115276 48 29.689435256499344 48.0
448.8428982324485 48 26.273696520368606 48.0
461.5764098694398 58 30.70241696725742 58.0
497.0699182043503 47 25.5378158406349 47.0
511.5374603373286 47 27.397170416186203 47.0
511.631176493547 53 30.896847853680462 53.0
530.0954859439852 51 29.803666893461433 51.0
561.5539186306047 37 22.837671628696146 37.0
572.6503952708042 54 27.90825887917738 54.0
573.8109580099624 44 26.18087776741778 44.0
575.2090382290128 58 32.28143406636563 58.0
579.2594955114351 42 21.50896242096167 42.0
580.5502158225505 46 26.2283396299179 46.0
582.4661829063 49 28.672519039842438 49.0
600.7422250823419 45 23.932562838071966 45.0
600.8358203181635 43 22.269737074127068 43.0
608.450374231393 48 25.541318951957265 48.0
615.8413319691495 34 18.775484644682404 34.0
660.7746870573421 53 30.369945958533524 53.0
668.2329718461659 44 21.762170410387284 44.0
670.1798219565053 43 23.802227266361758 43.0
674.1540929020765 47 26.534057054402755 47.0
676.3747314420319 60 32.18541911475751 60.0
686.7621313866131 48 27.446952698232792 48.0
690.7461245249073 66 36.76555656956355 66.0
695.6104196347512 57 29.993433484806648 57.0
696.575908676754 59 33.17149267439092 59.0
710.1292907914391 50 26.12083856736067 50.0
710.2337611781289 60 32.46935013767487 60.0
718.3772695307406 49 31.53286823152921 49.0
720.9375370696661 52 30.043232550954535 52.0
721.263143759741 49 25.12060576670628 49.0
746.2729347292019 59 31.155162083985147 59.0
756.2826625051882 56 27.551779333510957 56.0
761.1544140618747 62 31.716665505544427 62.0
770.4259036087306 44 26.693083180870904 44.0
774.016601157821 57 31.038631761559987 57.0
774.2771291264041 49 29.16611734846968 49.0
787.0250467103771 55 30.145076816592713 55.0
827.1618948870521 45 24.596359108118193 45.0
836.3011254143336 50 25.17628032293461 50.0
844.8348305076746 44 24.22417002280091 44.0
845.581274676003 55 28.872869247579075 55.0
852.2072200730843 38 19.618303932638156 38.0
854.0573988758416 54 32.54026372830606 54.0
866.7167240694333 49 27.13252689935758 49.0
882.1661104034497 44 24.09807111002881 44.0
889.2286309772301 39 21.20342333624518 39.0
897.9366139231471 41 19.98928824184471 41.0
947.0015440542146 53 30.62525797523935 53.0
950.2710782659285 53 28.008955558242047 53.0
958.7140513455043 44 24.350630144374303 44.0
963.0214879566694 65 34.59023928267705 65.0
997.5413528493496 52 29.0841144559958 52.0
998.7500392871776 41 23.41720383165688 41.0
1000.2063277942053 49 25.243531579150687 49.0
1003.3594549707643 39 22.701596555471284 39.0
1021.46761742259 46 23.778649887226283 46.0
1022.0794140144012 43 23.552964843181268 43.0
1035.0296009111412 47 22.859823469643153 47.0
