nbursts cpu_time io_time
14 68.89248648345553 20.358455160745542
13 78.15501372633247 19.89678462389945
5 19.550347620203475 7.396944074535717
8 36.76719647338102 13.092883177897084
7 48.61480695958662 11.18109223283671
12 72.6458618032739 16.203755713925702
5 28.12916243512681 7.140362163748103
13 71.32613146415476 19.720886386321105
13 61.412510003353745 19.59580106146886
7 51.67002479189343 9.36303223853703
7 38.18634694868437 10.486507328039101
7 38.65400283531884 10.70512111385642
8 39.299521479063074 12.271334927820256
9 48.5988565693125 11.838773258042293
9 53.3228967054408 14.844191256421595
7 40.02374161222304 10.36033479166737
6 48.034752687309904 8.97930187919375
8 62.12939304221989 12.05435475502664
6 33.24838379474286 8.861002388071743
7 24.44079258848566 10.722471987639125
8 41.022174432818375 11.331695079542204
7 38.76186832991128 9.665756432803141
9 59.524560827936625 14.674755167010982
5 27.230453121203173 8.216380028280916
13 77.21265294245993 16.9730561611072
7 29.94389183873357 9.419717551924657
10 66.48751229728734 15.824886070498144
9 59.54737056278877 11.953873913260258
10 45.74034448582016 14.74137918327857
11 65.48538790884628 16.521726554854027
12 69.7828629463964 18.03684979388163
9 55.55017583804662 11.700909468656
8 41.94109919093706 12.32404061505682
16 79.9339321547406 21.642484467855237
16 92.58568480882397 24.039242735056284
15 77.29375934788379 22.524630436904147
10 57.88982033544089 14.76307728135476
12 72.20992688373869 17.606106214010772
11 83.79026449184074 15.838691043066303
5 25.22867891066501 7.47503454787016
7 42.98551115890196 10.458107696043339
10 53.15123803003172 14.31764836413129
10 60.1143428639932 15.362605001241981
10 68.391578918865 14.299785153945892
6 26.00775886430598 9.363529919102273
11 60.882260710914345 16.63637790053631
4 28.37984893103267 5.508188512322665
10 51.741376914970786 16.327892356994447
7 46.323378348066434 10.354420653648091
8 54.73033306197771 12.328624376494002
3 6.639133489914225 4.214849516036732
10 70.13472464348031 15.273318790117038
13 75.03111964952589 21.16155867142126
10 69.38653549805669 15.72937819254524
10 53.98698632638201 14.676125424763487
14 66.85222123983021 22.151755208658287
10 60.340197630828186 15.52703277568624
20 116.15890689710636 31.984114692641572
12 56.08034558596046 17.127991241092978
