atime nbursts cpu_time io_time
18.82847342437889 100 53.68689126672813 147.71409055863452
18.82847342437889 4 72.72417622313918 54.35956137627815
19.2715860073759 9 147.53251381783622 130.05496324250052
22.14240553063788 4 66.85791649421674 57.26937685593887
31.410400363923785 5 81.70448240227677 64.22909293704257
38.36357894068527 89 50.72994771045452 137.19565034798083
65.6031506193324 97 56.07364034702612 148.83758754354017
70.37265584968718 91 48.911859799362816 136.34595802498413
81.4636338211879 106 56.83209459064847 154.38467287469788
85.75652310447633 96 49.30472191176497 144.74648258236422
99.0447607173586 1 30.610559774258256 13.763115721885594
99.11593883682539 110 62.539527314420425 163.5008589809466
100.5137843966671 116 67.10473650226925 178.3752544617519
104.12204708408146 109 65.23406351098637 164.69512650443147
113.89861503310206 88 44.36870341161727 136.09112101265967
134.41366428599227 86 51.05971675683826 128.9709848276504
136.7229900821401 94 52.979068977917215 139.71012496513973
153.2175179123073 99 53.558781916751926 149.1885492291091
190.7551414258541 99 53.961190952931766 148.3971204867409
192.42787846624486 91 48.260374372111144 138.6005422872632
219.60402080212626 93 50.310282258353425 141.3358511286815
223.53218318926204 104 53.59446239186273 151.1724068892319
226.58079396279206 92 51.49450462316881 136.9270153023065
242.38231526191436 94 51.87593247978563 142.6138807641288
271.786800657514 111 62.41097238702358 162.9711702716729
277.10062995023736 106 59.01518267601906 157.06305893542748
278.03901226690664 94 53.993125181608136 139.02423728858358
281.59413511697164 97 50.89264563495132 146.68977436921566
282.76009882979315 88 49.55018428055173 126.38875615418029
289.4091463002279 98 54.614172857008434 146.59200179597033
308.031550046984 82 47.28332150993225 124.10215811144658
320.4657178514281 100 50.93939735258508 152.82462142568463
324.4140815844778 85 47.254526570006576 122.76575190033674
327.8164116302679 86 47.51401141237374 127.96967200694012
361.4399180007365 95 51.61056291276825 138.91537838819082
375.35274181353935 113 60.715020236511876 168.76703239470112
376.3685357141589 90 52.46095670905006 136.98621247819938
377.6081049071488 97 55.70613832277619 145.3562459753432
384.68105184606867 97 54.010210011060494 145.60591521200416
398.95758820577487 82 44.38884509683294 120.04079878830919
400.0997427053012 107 59.84072224824512 158.34920311251886
403.488332868927 118 65.96641199866788 180.31975508851582
410.2551639351608 111 59.58445889407963 169.35086942069185
427.20965177331067 98 51.274775855810084 146.62953288688772
431.7481765327589 104 60.93600800799847 158.85836137497196
448.1147759275247 88 51.20176653786072 135.8077637907968
453.45149453998 114 63.695990155566555 166.19042934621748
453.78068870438887 110 61.76094361403418 161.59316655490463
474.2928285815526 84 49.065341167087176 127.37975145139477
496.5252959346552 115 63.18386517878306 174.36337401603578
497.4920888888233 110 58.674405724276795 162.33573229095586
527.7177370297753 114 63.64396897735244 172.24865612180037
528.3281847315476 90 53.806666609859604 134.21383850843307
531.3933096423646 97 54.203216415928466 143.59478272358967
539.0806579597488 104 57.27241730262024 146.62754573535267
551.1979119024897 87 45.81038038196629 132.62337423048382
551.6709108455746 109 59.142924948613775 170.04468252591363
551.8796776487936 106 55.99961240367406 162.15818760492022
558.3829413991016 95 55.15183957380223 147.2886478674838
565.024779498421 93 52.53374324871593 140.16210230879548
574.2355366453742 96 52.1665493458415 140.96015723661378
586.5501224919656 107 63.55570471536674 160.70059104771846
597.9655160092543 112 63.394212778543434 166.36911999987728
605.5211328285105 89 49.937871859511354 135.1219076676193
632.0407342846513 92 51.288037920490304 138.76831382578027
633.8114585834734 117 66.09953943273109 173.89411148651988
643.8061942768991 95 50.613318445282026 145.41709624064512
654.2491441919389 89 52.888017512445195 130.12863400072285
674.4487686170751 96 52.947616987183224 145.59750007648373
685.9728458531886 104 56.4242120506035 153.3736899322676
687.1430461246754 110 63.387489021295345 159.41280516141254
698.6228598695355 102 56.877340211720096 160.2531940548764
716.3923364172285 94 53.05287410096973 141.39278952572693
732.4396149631489 101 55.3671791958529 152.67178598039948
740.8374707341452 98 56.26950827642829 148.73705244072002
744.422991649664 107 54.9523428244047 164.2749948525208
747.1316501565656 112 64.86146010663 168.7481377149029
747.9868040182463 105 58.06538611371129 157.90366974565606
751.97999796397 89 50.220540935847275 136.08148878864483
766.828999915375 111 67.0611399633707 165.02030615109015
784.4762280087466 97 52.588334258803684 148.4588465756781
790.6378529909122 113 60.999097516232126 172.22292765883802
794.0322506790063 104 59.19034012292089 154.34305216298662
797.6490600850714 100 54.48914477973935 150.08999052598617
821.0931795304576 105 56.83131187252708 159.54410129518507
836.252069524765 107 57.68224964407549 161.41683195077275
856.7907771210903 98 56.35975374823102 153.63494893879238
866.3655157328592 117 63.547987182210704 176.64280661363918
880.6615482069287 108 56.59345276119297 161.1530356224685
881.0821775141226 98 55.39231528780057 146.48881449862984
908.3115779109705 107 55.14247980925663 162.45813064029429
915.2790560747196 96 52.338592865490966 139.7994561650791
918.8595592512534 78 40.745270409973315 114.74896170611044
967.6207435345021 91 48.997201310945385 139.21072120629066
975.2927006901529 107 57.75857225431581 159.14687650941428
975.4241838390985 91 49.133326867538635 136.8383999515849
988.6896571086858 94 46.66759523945542 142.049266162203
996.2502140623067 104 53.64394649734877 153.31650135479825
996.6309327658837 101 54.23653710186529 152.63035130939815
998.7414996009727 94 48.66006384687326 141.62245932422422
1005.9852853358423 113 64.16381689643134 168.4918833933867
1009.8758832243795 93 51.150063901385934 138.3883932136559
1015.3367075812389 91 49.77328070664027 137.35671665524006
1036.3956641383122 89 46.152027369963974 133.0928906066964
1059.5842652359531 100 60.47138906181899 154.6645000349907
