atime nbursts cpu_time io_time
20.007059672061995 12 17.98563244667924 4.456700061544098
32.28146049191874 14 19.98933488372959 5.465581447835804
42.13743782597753 9 12.470253865037794 3.5413653268662353
72.84241895143495 8 13.238249753485011 3.44864782890171
75.19444125552118 13 19.130003454961216 4.898682905440531
85.60841992309376 8 11.238018190556947 3.4793050551580795
129.5950062726119 18 25.542458341888278 7.627626400639305
131.37032325993053 4 5.549725157436076 1.6025081141675277
135.52432380190203 7 9.580585429764284 2.7294683253529115
141.98429636828433 13 20.37989667472113 5.051713740886068
169.82010405730506 10 15.164770614749644 4.167784553017473
232.90732478788422 14 20.020348476068698 5.488551613289503
251.0617154479424 11 17.219660271914268 4.530340867734946
252.364582001603 10 15.621499666732797 3.8449931689772843
262.94080692450115 9 14.252058334201822 3.4978242010964133
324.1414310317408 12 18.518451062849625 4.884374812376599
326.2746801705612 8 12.437186146292117 3.151790160802882
338.69371158554475 6 9.551927860048238 2.559935849725085
340.51117838874455 13 19.61978868100666 5.122612434149588
347.2555154824209 6 9.76604261798543 2.38670066650294
412.35099412420976 10 15.150941219308985 3.8553017652009407
451.87641007521404 6 9.515810158864506 2.532610093138507
466.1532791963531 12 16.20227774571557 5.3737475112254325
512.755331725302 10 14.940410652069238 3.695430113402189
546.3493821413791 12 17.519030810935664 4.924431311490056
561.6147522478489 12 17.58205456466049 4.545327269427287
576.044412441473 8 11.763230003676567 3.3527690556949468
586.6570672222925 14 19.517551874227234 5.481824464925714
654.0072009162186 8 12.624670977330693 3.2109786790695765
675.5132898456972 6 9.102658507375764 2.4637762595842405
684.567385698485 11 18.586153150404918 4.1784871016312195
717.5448899655205 11 15.50301194154917 4.4512304915457666
726.5671979792548 11 16.38227525784379 4.596865662006608
807.3063977117448 10 14.588427132766666 4.102888813290452
807.5519714807857 15 23.4957327397468 6.209664026837792
871.8843994498022 16 23.70232112871041 6.674263454780529
876.4367616951632 5 7.333381623579874 2.1075384156635786
905.4252407276307 7 10.807002814547864 2.9156559559560415
917.7629584998069 5 7.741763991743763 2.0569197855716235
947.313573821779 5 7.752165779603673 2.206256641486357
948.2085383641427 6 9.871749651600236 2.377201254750706
958.6966219374615 5 7.452853093159135 2.060968140789284
1005.500773619738 9 14.400383146427405 3.6922998432400913
1089.0648462304362 12 17.096912670930813 4.754006956530759
1096.6430346780714 7 10.67888796377899 2.8263854733001734
1130.2389411745621 9 12.386794877994912 3.7473363136405613
1162.1555386442546 15 22.720306440186587 6.499943819310325
1179.3371281113573 9 13.91939170011862 3.2853770281941626
1199.8534302216315 11 16.01940190198925 4.529121561426054
1211.058586329827 13 19.64016803841253 5.2458045883817315
1227.8910749754239 9 14.28905741185499 3.5883217514889223
1261.5963999484886 8 12.013546399651444 3.613648882732252
1268.245887412345 11 15.785709672963486 4.175258048550986
1269.232226056393 10 14.133282783303926 4.2850647146987075
1351.0656272349004 8 10.861843109919546 3.4228174102012487
1378.9302690498782 8 11.986710449839384 3.048824649161403
1415.5540910795887 13 19.321501766537768 5.402080303473805
1472.1228123072303 8 11.16052207577564 3.000618774472276
1484.5789210244714 6 9.285650306481731 2.274871648780715
1493.5955885717738 15 24.38673004033893 5.604873482921706
1504.3691442025204 7 9.963645290274659 2.6904493595876566
1506.7471454719887 11 17.890914557506036 4.435686134067386
1574.5113095730953 11 15.805645319599394 4.449017888396645
1587.7218140239574 12 16.171709535268686 4.823580582700249
1622.5707327055402 11 15.311351965828244 4.477943989925885
1625.8951828086517 9 12.983482030542973 3.7136218778851036
1680.7548014136487 9 12.452692881222323 3.515336651935776
1733.8784269838002 8 12.058272597798013 3.1304077794785083
1737.750268179885 15 22.718307383475004 6.191303964133535
1777.2448266776696 7 10.503437777216806 2.6774337634482217
1786.2448051667081 11 15.907812169859987 4.480074014294989
1814.3803684717432 17 25.662174319554353 6.838010656249478
1852.7138462464563 6 7.615373266843163 2.3651894734933516
1860.0014504849307 11 16.413705046907737 4.526430173913264
1874.923811409098 10 15.629441746236738 4.4257498717631725
1882.8394034181954 7 10.629731563838284 2.8186682196558364
1936.5923306264006 15 23.659038906303095 6.025884689928583
1938.9290000415874 12 19.00673381812419 4.894938041444847
1971.0022803048673 14 20.144490359178306 5.61676320733174
2032.8076923152635 10 15.208376358260793 4.057327143567275
2069.710205474396 13 19.414222300114997 5.165127920522299
2098.615791945762 6 7.7958318859777185 2.3039231280709407
2137.9999815584542 6 8.3417581979068 2.52614423973013
2139.6837474769964 14 22.36426499398494 5.661508222841841
2144.4253626345153 10 14.433713093520943 3.524979149314996
2183.8526373433756 7 10.157072228879377 2.7529044544960186
2189.6650742390475 11 15.656708447134367 4.031767795938506
2257.3484956230113 8 11.252474358438347 3.353395823429771
2287.168740522732 4 6.187302701295822 1.4841815051391594
2313.0829353064505 12 16.832864570214213 4.445639681416824
2347.0324875721194 6 8.19234664166414 2.5797193543779944
2409.4687182968305 13 18.906993982871892 5.514552296885531
2434.991677423756 17 23.775639577936126 6.978123666314354
2443.880487183671 12 17.730238291945433 5.3960352186520275
2463.4608603827037 13 21.081109932263963 5.2492429964800476
2500.774618931321 14 23.0581685940856 5.504212976461168
2525.0243539980625 11 14.644209775077748 4.481636535555159
2573.773788235441 7 8.926221040163817 2.7521722683915413
2594.9883367844136 16 22.002187331780426 6.344870885370738
2595.4859511961695 13 20.293020303265976 4.976028184083397
2605.356143140672 5 7.672186267584214 2.046995186815548
2625.434012214915 12 17.50937165789956 4.757341682206942
2635.2300280210684 11 14.433915725309031 4.088450961450425
