atime nbursts cpu_time io_time
4.857641678517938 106 64.10851712220045 153.69141783504128
18.088129149661484 108 55.680435694818414 164.25748410303197
24.11166834674374 109 57.585452498003185 167.10858432054823
41.986912173016734 95 52.30675339589569 148.09634024254103
43.76915284763098 113 60.63447318677234 170.22734799450208
49.47757161268667 108 57.3551547668014 161.25293610895534
77.17178436816053 86 41.97215749130829 132.3472529407814
100.04817069140299 96 53.779581352815335 140.91383467175223
102.44160327115834 94 48.66855312643325 138.27982078386486
109.7360181230533 110 59.897447450490496 168.75658574073333
130.1208039774106 94 48.38369908993679 141.02498742651298
142.2112362524677 103 59.41638612864959 156.9604445266043
143.09918224815857 106 59.15558954334669 158.33412557910108
149.06809323378673 90 46.40754095258697 137.71840205469044
150.58366140451346 109 57.80366949191096 161.81813616897625
181.26177872204715 106 56.76646230041391 159.49941773729063
186.3184625732414 102 55.67362279109423 154.38665027996666
196.7630699747669 99 55.772324728294805 147.84303891513832
207.19090322473815 95 51.45462226947582 145.97530499693073
211.38415191722825 100 56.99534382546951 151.29242952795823
213.2178755715573 86 48.930205691499026 126.53873114401402
224.256976653635 91 49.166076784459406 136.983310519297
235.05371032605282 101 56.210564638304554 153.19236710539576
275.7013519290549 105 60.789350384334966 158.14473838787478
283.92438937154446 108 65.27369673041716 162.25780305553934
290.53771093216756 109 60.553345964069116 167.08272601178612
294.8551535289058 110 59.98548012334576 163.55322061738025
315.2131226098639 88 48.77019949377685 130.54792932675278
330.65957914886764 95 53.25937960058354 144.236881213284
334.32321317958264 84 47.41162207244828 125.57856242512703
339.3555979566497 97 53.57365557261507 141.19132753659974
349.6706636284348 109 57.341109887270555 161.62007266156118
356.3893829030264 108 60.00781699890857 162.7623409482854
357.01470453498723 100 58.50225156294974 152.2668323786745
368.2170567056024 90 53.188392721590574 136.5715347913548
373.07369463286403 111 65.33132795357955 165.917541147192
373.3317507063751 82 46.33229401163927 126.43423179651889
401.98170188214385 105 62.25081777886244 156.7396908405461
415.5584621088781 79 40.25724011716713 120.00961502430395
431.3295445294478 107 55.35922867878326 151.4751552047386
434.17005820429046 99 55.467152225417195 149.1475968958937
435.307114716262 109 61.69536719244334 163.39007465219566
453.0292891441805 95 54.71350330523296 142.51349244620852
460.75107900030866 104 60.82828501880889 155.011444356424
470.6236679961588 93 49.98966282310647 137.01865799814055
476.9885817673627 128 67.50580918122665 187.80607993511276
477.38822989855515 117 64.54680242202431 175.5571048953594
509.20969400806314 113 64.42086340010285 165.37953135187067
516.4487768998141 117 70.35211788032578 171.34086761027018
524.2687334963916 95 54.9332581772021 141.84696189230098
533.6818004882143 105 61.320225877488404 159.66247781928163
542.1393064206892 99 58.524240068708814 149.34225747008196
542.3500598965625 116 63.14488651771293 171.30121383867416
546.1436509097399 96 53.346211959647945 139.31673872646698
551.7694699516512 81 45.5133731084753 123.05368252387066
561.8023479193298 81 47.02199895629974 119.11017054671262
563.0698125291987 88 49.10353335117483 136.01409781929013
569.4953140611212 104 53.15567580983935 161.28865125831376
574.2036562865189 102 58.15133710248404 150.93172458333834
580.49319275374 86 49.4925417770057 130.4395216641985
603.6758421607353 90 52.69265143630219 136.86555978414128
606.5470287425238 108 60.08064955083991 161.1024340785462
610.1267793195368 114 66.54290141343495 168.50712928759353
629.414077852693 95 47.57930080147411 137.86271417941026
639.0578752114632 96 52.81145693648711 144.60783460223848
640.3877101072507 105 60.17546761371277 157.352086469937
645.7227917710529 106 55.12530722840192 163.12031752597989
652.6493636379048 83 49.934130009413735 124.19076362090965
669.7410298319865 117 63.94935250660277 177.88126012373547
702.1469967609194 98 56.6753500235003 145.57167473845632
709.1561943648003 102 51.73064467621075 151.47719555629308
711.7737617935782 89 49.85584838454172 128.0885340530925
723.5370534301802 123 69.10709782577517 186.0665436333699
